Solicitar relatório.,20/12/2022,21:00:47
Solicitar relatório.,20/12/2022,21:00:49
Solicitar relatório.,20/12/2022,21:00:54
Solicitar relatório.,20/12/2022,21:00:55
Solicitar relatório.,20/12/2022,21:00:57
Solicitar relatório.,20/12/2022,21:00:58
Solicitar relatório.,20/12/2022,21:00:59
Solicitar relatório.,20/12/2022,21:01:04
Solicitar relatório.,20/12/2022,21:01:08
Solicitar relatório.,20/12/2022,21:01:11
Solicitar relatório.,20/12/2022,21:01:13
Solicitar relatório.,20/12/2022,21:01:15
Solicitar relatório.,20/12/2022,21:01:16
Solicitar relatório.,20/12/2022,21:01:19
Solicitar relatório.,20/12/2022,21:01:20
Solicitar relatório.,20/12/2022,21:01:21
Solicitar relatório.,20/12/2022,21:01:22
Solicitar relatório.,20/12/2022,21:01:23
Solicitar relatório.,20/12/2022,21:01:47
Solicitar relatório.,20/12/2022,21:02:48
Solicitar relatório.,20/12/2022,21:02:49
Solicitar relatório.,20/12/2022,21:02:50
Solicitar relatório.,20/12/2022,21:02:51
Solicitar relatório.,20/12/2022,21:02:52
Solicitar relatório.,20/12/2022,21:02:53
Solicitar relatório.,20/12/2022,21:07:03
Solicitar relatório.,20/12/2022,21:07:06
Solicitar relatório.,20/12/2022,21:07:07
Solicitar relatório.,20/12/2022,21:07:08
Solicitar relatório.,20/12/2022,21:07:10
Solicitar relatório.,20/12/2022,21:07:11
Solicitar relatório.,20/12/2022,21:07:12
Solicitar relatório.,20/12/2022,21:07:13
Solicitar relatório.,20/12/2022,21:07:14
Solicitar relatório.,20/12/2022,21:07:15
Solicitar relatório.,20/12/2022,21:07:17
Solicitar relatório.,20/12/2022,21:14:32
Solicitar relatório.,20/12/2022,21:14:33
Solicitar relatório.,20/12/2022,21:14:34
Solicitar relatório.,20/12/2022,21:14:35
Solicitar relatório.,20/12/2022,21:14:40
Solicitar relatório.,20/12/2022,21:14:42
Solicitar relatório.,20/12/2022,21:14:44
Solicitar relatório.,20/12/2022,21:14:46
Solicitar relatório.,20/12/2022,21:14:47
Solicitar relatório.,20/12/2022,21:14:50
Encerrando.,20/12/2022,21:21:34
Encerrando.,20/12/2022,21:38:03
Encerrando.,20/12/2022,21:40:16
Solicitar relatório.,20/12/2022,21:48:55
Solicitar relatório.,20/12/2022,21:48:58
Solicitar relatório.,20/12/2022,21:49:00
Solicitar relatório.,20/12/2022,21:49:02
Solicitar relatório.,20/12/2022,21:49:03
Solicitar relatório.,20/12/2022,21:49:05
Solicitar relatório.,20/12/2022,21:49:06
Solicitar relatório.,20/12/2022,21:51:00
Solicitar relatório.,20/12/2022,21:51:01
Solicitar relatório.,20/12/2022,21:51:02
Solicitar relatório.,20/12/2022,21:51:08
Solicitar relatório.,20/12/2022,21:51:10
Solicitar relatório.,20/12/2022,21:51:11
Solicitar relatório.,20/12/2022,21:51:12
Solicitar relatório.,20/12/2022,21:51:13
Solicitar relatório.,20/12/2022,21:51:14
Solicitar relatório.,20/12/2022,21:53:42
Solicitar relatório.,20/12/2022,21:53:43
Solicitar relatório.,20/12/2022,21:53:44
Solicitar relatório.,20/12/2022,21:53:45
Solicitar relatório.,20/12/2022,21:53:46
Solicitar relatório.,20/12/2022,21:53:47
Solicitar relatório.,20/12/2022,21:53:48
Solicitar relatório.,20/12/2022,21:53:49
Solicitar relatório.,20/12/2022,21:53:54
Solicitar relatório.,20/12/2022,21:53:56
Solicitar relatório.,20/12/2022,21:53:57
Solicitar relatório.,20/12/2022,21:53:59
Solicitar relatório.,20/12/2022,21:54:00
Solicitar relatório.,20/12/2022,21:54:11
Solicitar relatório.,20/12/2022,21:55:31
Solicitar relatório.,20/12/2022,21:55:32
Solicitar relatório.,20/12/2022,21:55:33
Solicitar relatório.,20/12/2022,21:55:34
Solicitar relatório.,20/12/2022,21:55:35
Solicitar relatório.,20/12/2022,21:55:36
Solicitar relatório.,20/12/2022,21:55:36
Solicitar relatório.,20/12/2022,21:55:37
Solicitar relatório.,20/12/2022,21:55:38
Solicitar relatório.,20/12/2022,21:55:40
Solicitar relatório.,20/12/2022,21:55:41
Solicitar relatório.,20/12/2022,21:55:42
Solicitar relatório.,20/12/2022,21:55:43
Solicitar relatório.,20/12/2022,21:55:43
Solicitar relatório.,20/12/2022,21:55:45
Solicitar relatório.,20/12/2022,21:58:58
Solicitar relatório.,20/12/2022,21:59:00
Solicitar relatório.,20/12/2022,21:59:01
Solicitar relatório.,20/12/2022,21:59:02
Solicitar relatório.,20/12/2022,22:00:02
Solicitar relatório.,20/12/2022,22:00:05
Solicitar relatório.,20/12/2022,22:00:21
Solicitar relatório.,20/12/2022,22:00:25
Solicitar relatório.,20/12/2022,22:00:27
Solicitar relatório.,20/12/2022,22:00:30
Solicitar relatório.,20/12/2022,22:00:33
Solicitar relatório.,20/12/2022,22:01:03
Solicitar relatório.,20/12/2022,22:01:10
Solicitar relatório.,20/12/2022,22:01:14
Ligar alarme de incendio.,20/12/2022,22:01:21
Solicitar relatório.,20/12/2022,22:01:24
Solicitar relatório.,20/12/2022,22:01:26
Ligar alarme de incendio.,20/12/2022,22:01:31
Solicitar relatório.,20/12/2022,22:02:19
Solicitar relatório.,20/12/2022,22:02:36
Ligar alarme.,20/12/2022,22:03:00
Solicitar relatório.,20/12/2022,22:04:51
Ligar alarme de incendio.,20/12/2022,22:05:17
Solicitar relatório.,20/12/2022,22:08:35
Solicitar relatório.,20/12/2022,22:12:31
Solicitar relatório.,20/12/2022,22:12:41
Ligar alarme de incendio.,20/12/2022,22:12:48
Solicitar relatório.,20/12/2022,22:13:06
Sair.,20/12/2022,22:13:31
Solicitar relatório.,20/12/2022,22:18:06
Solicitar relatório.,20/12/2022,22:18:17
Ligar alarme de incendio.,20/12/2022,22:18:20
Solicitar relatório.,20/12/2022,22:18:35
Desligar Buzina.,20/12/2022,22:18:47
Desligar Buzina.,20/12/2022,22:19:31
Desligar Buzina.,20/12/2022,22:20:43
Desligar Buzina.,20/12/2022,22:20:47
Solicitar relatório.,20/12/2022,22:21:07
Desligar Buzina.,20/12/2022,22:21:08
Desligar Buzina.,20/12/2022,22:21:09
Desligar Buzina.,20/12/2022,22:21:11
Desligar Buzina.,20/12/2022,22:21:17
Solicitar relatório.,20/12/2022,22:21:39
Ligar alarme.,20/12/2022,22:21:43
Solicitar relatório.,20/12/2022,22:21:47
Solicitar relatório.,20/12/2022,22:22:47
Ligar alarme.,20/12/2022,22:22:51
Solicitar relatório.,20/12/2022,22:24:50
Solicitar relatório.,20/12/2022,22:24:52
Ligar alarme.,20/12/2022,22:25:08
Solicitar relatório.,20/12/2022,22:25:50
Solicitar relatório.,20/12/2022,22:31:52
Solicitar relatório.,20/12/2022,22:31:54
Solicitar relatório.,20/12/2022,22:31:55
Solicitar relatório.,20/12/2022,22:31:55
Solicitar relatório.,20/12/2022,22:31:56
Solicitar relatório.,20/12/2022,22:31:57
Solicitar relatório.,20/12/2022,22:31:58
Solicitar relatório.,20/12/2022,22:31:59
Solicitar relatório.,20/12/2022,22:47:12
Solicitar relatório.,20/12/2022,22:47:21
Ligar lâmpada 1.,20/12/2022,22:47:23
Solicitar relatório.,20/12/2022,22:47:33
Desligar lâmpada 1.,20/12/2022,22:47:35
Solicitar relatório.,20/12/2022,22:47:43
Ligar ar condicionado.,20/12/2022,22:47:50
Solicitar relatório.,20/12/2022,22:48:17
Solicitar relatório.,20/12/2022,22:48:23
Solicitar relatório.,20/12/2022,22:48:27
Solicitar relatório.,20/12/2022,22:48:30
Solicitar relatório.,20/12/2022,22:48:35
Solicitar relatório.,20/12/2022,22:48:42
Solicitar relatório.,20/12/2022,22:50:28
Solicitar relatório.,20/12/2022,22:50:32
Solicitar relatório.,20/12/2022,22:50:45
Ligar alarme.,20/12/2022,22:50:49
Solicitar relatório.,20/12/2022,22:50:59
Ligar alarme.,20/12/2022,22:51:02
Solicitar relatório.,20/12/2022,22:51:17
Solicitar relatório.,20/12/2022,22:51:31
Solicitar relatório.,20/12/2022,22:53:53
Solicitar relatório.,20/12/2022,22:54:27
Desligar Buzina.,20/12/2022,22:54:30
Ligar alarme.,20/12/2022,22:54:39
Solicitar relatório.,20/12/2022,22:54:49
Ligar alarme.,20/12/2022,22:54:52
Solicitar relatório.,20/12/2022,22:55:06
Ligar alarme de incendio.,20/12/2022,22:55:10
Solicitar relatório.,20/12/2022,22:55:39
Ligar alarme.,20/12/2022,22:55:42
Sair.,20/12/2022,22:55:45
Solicitar relatório.,20/12/2022,22:56:21
Ligar alarme.,20/12/2022,22:56:24
Ligar alarme.,20/12/2022,22:56:27
Solicitar relatório.,20/12/2022,22:56:43
Solicitar relatório.,20/12/2022,22:56:48
Solicitar relatório.,20/12/2022,22:56:52
Solicitar relatório.,20/12/2022,22:58:00
Solicitar relatório.,20/12/2022,22:58:01
Solicitar relatório.,20/12/2022,22:58:52
Solicitar relatório.,20/12/2022,22:59:33
Solicitar relatório.,20/12/2022,22:59:35
Solicitar relatório.,20/12/2022,22:59:38
Solicitar relatório.,20/12/2022,22:59:40
Solicitar relatório.,20/12/2022,22:59:42
Solicitar relatório.,20/12/2022,22:59:45
Solicitar relatório.,20/12/2022,22:59:49
Solicitar relatório.,20/12/2022,22:59:57
Solicitar relatório.,20/12/2022,23:00:00
Solicitar relatório.,20/12/2022,23:00:07
Solicitar relatório.,20/12/2022,23:00:14
Solicitar relatório.,20/12/2022,23:01:13
Ligar lâmpada 1.,20/12/2022,23:03:31
Ligar lâmpada 2.,20/12/2022,23:03:39
Desligar lâmpada 1.,20/12/2022,23:03:46
Solicitar relatório.,20/12/2022,23:04:21
Solicitar relatório.,20/12/2022,23:07:20
Solicitar relatório.,20/12/2022,23:07:31
Ligar lâmpada 1.,20/12/2022,23:07:42
Ligar ar condicionado.,20/12/2022,23:07:49
Solicitar relatório.,20/12/2022,23:08:36
Ligar alarme.,20/12/2022,23:08:40
Ligar alarme de incendio.,20/12/2022,23:08:45
Solicitar relatório.,20/12/2022,23:10:05
Solicitar relatório.,20/12/2022,23:10:09
Solicitar relatório.,20/12/2022,23:12:00
Ligar lâmpada 1.,20/12/2022,23:12:41
Ligar lâmpada 2.,20/12/2022,23:12:47
Solicitar relatório.,20/12/2022,23:13:41
Solicitar relatório.,20/12/2022,23:13:58
Desligar Buzina.,20/12/2022,23:14:00
Desligar Buzina.,20/12/2022,23:14:08
Solicitar relatório.,20/12/2022,23:15:39
Solicitar relatório.,20/12/2022,23:15:42
Solicitar relatório.,20/12/2022,23:15:45
Solicitar relatório.,20/12/2022,23:15:52
Ligar lâmpada 1.,20/12/2022,23:17:18
Desligar lâmpada 1.,20/12/2022,23:17:22
Desligar lâmpada 1.,20/12/2022,23:17:30
Solicitar relatório.,20/12/2022,23:18:12
Desligar Buzina.,20/12/2022,23:18:15
Ligar alarme.,20/12/2022,23:18:23
Solicitar relatório.,20/12/2022,23:21:10
Solicitar relatório.,20/12/2022,23:21:23
Solicitar relatório.,20/12/2022,23:21:30
Desligar Buzina.,20/12/2022,23:21:31
Desligar lâmpada 1.,20/12/2022,23:23:04
Desligar lâmpada 1.,20/12/2022,23:23:08
Desligar ar condicionado.,20/12/2022,23:23:15
Desligar projetor.,20/12/2022,23:23:16
Solicitar relatório.,20/12/2022,23:23:42
Desligar Buzina.,20/12/2022,23:23:45
Desligar Buzina.,20/12/2022,23:24:15
Ligar alarme de incendio.,20/12/2022,23:24:19
Desligar Buzina.,20/12/2022,23:24:30
Solicitar relatório.,20/12/2022,23:26:05
Sair.,20/12/2022,23:26:07
Ligar lâmpada 1.,20/12/2022,23:29:07
Desligar lâmpada 1.,20/12/2022,23:29:14
Desligar lâmpada 1.,20/12/2022,23:29:22
Solicitar relatório.,20/12/2022,23:30:26
Desligar Buzina.,20/12/2022,23:30:28
Ligar alarme.,20/12/2022,23:30:43
Desligar Buzina.,20/12/2022,23:30:59
Ligar alarme de incendio.,20/12/2022,23:31:05
Solicitar relatório.,20/12/2022,23:31:12
Desligar Buzina.,20/12/2022,23:31:14
Desligar Buzina.,20/12/2022,23:31:22
Desligar Buzina.,20/12/2022,23:31:37
Desligar Buzina.,20/12/2022,23:32:57
Desligar Buzina.,20/12/2022,23:33:34
Desligar Buzina.,20/12/2022,23:33:58
Solicitar relatório.,20/12/2022,23:34:12
Ligar lâmpada 1.,20/12/2022,23:35:20
Ligar lâmpada 2.,20/12/2022,23:35:28
Solicitar relatório.,20/12/2022,23:35:59
Solicitar relatório.,20/12/2022,23:36:08
Solicitar relatório.,20/12/2022,23:36:11
